"@timestamp","_source"
"21:15:03.963 2025-10-05","{""@timestamp"":""21:15:03.963 2025-10-05"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""syslog_facility"":""10"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""priority"":""7"",""message"":""pam_env(sshd:session): deprecated reading of user environment enabled"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5219"",""syslog_pid"":""5219"",""syslog_timestamp"":""Oct  5 23:15:03 "",""source_realtime_timestamp"":""1759698903963837"",""tag"":""systemd"",""_id"":""-3M6tpkBStl87ql0kpmt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:03.834 2025-10-05","{""@timestamp"":""21:15:03.834 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""code_line"":""780"",""code_func"":""session_start"",""message_id"":""8d45620c1a4348dbb17410da57c60c66"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""53"",""leader"":""5219"",""message"":""New session 53 of user hhenry."",""source_realtime_timestamp"":""1759698903834055"",""tag"":""systemd"",""_id"":""-nM6tpkBStl87ql0kpmt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:03.798 2025-10-05","{""@timestamp"":""21:15:03.798 2025-10-05"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""syslog_facility"":""10"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""message"":""pam_unix(sshd:session): session opened for user hhenry(uid=1001) by (uid=0)"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5219"",""syslog_pid"":""5219"",""syslog_timestamp"":""Oct  5 23:15:03 "",""source_realtime_timestamp"":""1759698903798569"",""tag"":""systemd"",""_id"":""-XM6tpkBStl87ql0kpmt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:03.797 2025-10-05","{""@timestamp"":""21:15:03.797 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5219"",""syslog_pid"":""5219"",""syslog_timestamp"":""Oct  5 23:15:03 "",""message"":""Accepted password for hhenry from 192.168.99.5 port 57890 ssh2"",""source_realtime_timestamp"":""1759698903796918"",""tag"":""systemd"",""_id"":""-HM6tpkBStl87ql0kpmt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:00.432 2025-10-05","{""@timestamp"":""21:15:00.432 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""cmdline"":""\""sshd: [accepted]\"""",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5219"",""syslog_pid"":""5219"",""syslog_timestamp"":""Oct  5 23:15:00 "",""message"":""Connection from 192.168.99.5 port 57890 on 172.16.200.2 port 1234 rdomain \""\"""",""source_realtime_timestamp"":""1759698900432115"",""tag"":""systemd"",""_id"":""93M6tpkBStl87ql0kpmt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:14:12.316 2025-10-05","{""@timestamp"":""21:14:12.316 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""code_line"":""908"",""code_func"":""session_finalize"",""message_id"":""3354939424b4456d9802ca8333ed424a"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""44"",""leader"":""1794"",""message"":""Removed session 44."",""source_realtime_timestamp"":""1759698852316413"",""tag"":""systemd"",""_id"":""T3M5tpkBStl87ql0qJkp"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:14:12.315 2025-10-05","{""@timestamp"":""21:14:12.315 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""code_line"":""851"",""code_func"":""session_stop_scope"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""44"",""leader"":""1794"",""message"":""Session 44 logged out. Waiting for processes to exit."",""source_realtime_timestamp"":""1759698852315240"",""tag"":""systemd"",""_id"":""TnM5tpkBStl87ql0qJkp"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:10:01.235 2025-10-05","{""@timestamp"":""21:10:01.235 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""pid"":""1794"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1794"",""syslog_timestamp"":""Oct  5 23:10:01 "",""message"":""User child is on pid 1817"",""source_realtime_timestamp"":""1759698601235467"",""tag"":""systemd"",""_id"":""CHM2tpkBStl87ql0f3WP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:10:01.234 2025-10-05","{""@timestamp"":""21:10:01.234 2025-10-05"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""syslog_facility"":""10"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""priority"":""7"",""message"":""pam_env(sshd:session): deprecated reading of user environment enabled"",""pid"":""1794"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1794"",""syslog_timestamp"":""Oct  5 23:10:01 "",""source_realtime_timestamp"":""1759698601234576"",""tag"":""systemd"",""_id"":""B3M2tpkBStl87ql0f3WP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:10:01.093 2025-10-05","{""@timestamp"":""21:10:01.093 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""code_line"":""780"",""code_func"":""session_start"",""message_id"":""8d45620c1a4348dbb17410da57c60c66"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""44"",""leader"":""1794"",""message"":""New session 44 of user hhenry."",""source_realtime_timestamp"":""1759698601093534"",""tag"":""systemd"",""_id"":""BnM2tpkBStl87ql0f3WP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:10:01.063 2025-10-05","{""@timestamp"":""21:10:01.063 2025-10-05"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""syslog_facility"":""10"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""pid"":""1794"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""message"":""pam_unix(sshd:session): session opened for user hhenry(uid=1001) by (uid=0)"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1794"",""syslog_timestamp"":""Oct  5 23:10:01 "",""source_realtime_timestamp"":""1759698601063772"",""tag"":""systemd"",""_id"":""BXM2tpkBStl87ql0f3WP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:10:01.061 2025-10-05","{""@timestamp"":""21:10:01.061 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""pid"":""1794"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1794"",""syslog_timestamp"":""Oct  5 23:10:01 "",""message"":""Accepted password for hhenry from 192.168.99.5 port 44876 ssh2"",""source_realtime_timestamp"":""1759698601061292"",""tag"":""systemd"",""_id"":""BHM2tpkBStl87ql0f3WP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:09:59.301 2025-10-05","{""@timestamp"":""21:09:59.301 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""cmdline"":""\""sshd: [accepted]\"""",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""pid"":""1794"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1794"",""syslog_timestamp"":""Oct  5 23:09:59 "",""message"":""Connection from 192.168.99.5 port 44876 on 172.16.200.2 port 1234 rdomain \""\"""",""source_realtime_timestamp"":""1759698599301549"",""tag"":""systemd"",""_id"":""A3M2tpkBStl87ql0f3WP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:09:46.882 2025-10-05","{""@timestamp"":""21:09:46.882 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""code_line"":""908"",""code_func"":""session_finalize"",""message_id"":""3354939424b4456d9802ca8333ed424a"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""42"",""leader"":""1766"",""message"":""Removed session 42."",""source_realtime_timestamp"":""1759698586882926"",""tag"":""systemd"",""_id"":""AnM2tpkBStl87ql0f3WP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:09:46.881 2025-10-05","{""@timestamp"":""21:09:46.881 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""code_line"":""851"",""code_func"":""session_stop_scope"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""42"",""leader"":""1766"",""message"":""Session 42 logged out. Waiting for processes to exit."",""source_realtime_timestamp"":""1759698586880989"",""tag"":""systemd"",""_id"":""AXM2tpkBStl87ql0f3WP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:09:46.873 2025-10-05","{""@timestamp"":""21:09:46.873 2025-10-05"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""syslog_facility"":""10"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""pid"":""1766"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""message"":""pam_unix(sshd:session): session closed for user hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1766"",""syslog_timestamp"":""Oct  5 23:09:46 "",""source_realtime_timestamp"":""1759698586873139"",""tag"":""systemd"",""_id"":""AHM2tpkBStl87ql0f3WP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:09:46.805 2025-10-05","{""@timestamp"":""21:09:46.805 2025-10-05"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""syslog_facility"":""10"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""priority"":""7"",""message"":""pam_env(sshd:session): deprecated reading of user environment enabled"",""pid"":""1766"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1766"",""syslog_timestamp"":""Oct  5 23:09:46 "",""source_realtime_timestamp"":""1759698586804952"",""tag"":""systemd"",""_id"":""_nM2tpkBStl87ql0f3SP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:09:46.805 2025-10-05","{""@timestamp"":""21:09:46.805 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""pid"":""1766"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1766"",""syslog_timestamp"":""Oct  5 23:09:46 "",""message"":""User child is on pid 1789"",""source_realtime_timestamp"":""1759698586805760"",""tag"":""systemd"",""_id"":""_3M2tpkBStl87ql0f3SP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:09:46.618 2025-10-05","{""@timestamp"":""21:09:46.618 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""code_line"":""780"",""code_func"":""session_start"",""message_id"":""8d45620c1a4348dbb17410da57c60c66"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""42"",""leader"":""1766"",""message"":""New session 42 of user hhenry."",""source_realtime_timestamp"":""1759698586617717"",""tag"":""systemd"",""_id"":""_XM2tpkBStl87ql0f3SP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:09:46.585 2025-10-05","{""@timestamp"":""21:09:46.585 2025-10-05"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""syslog_facility"":""10"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""pid"":""1766"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""message"":""pam_unix(sshd:session): session opened for user hhenry(uid=1001) by (uid=0)"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1766"",""syslog_timestamp"":""Oct  5 23:09:46 "",""source_realtime_timestamp"":""1759698586585420"",""tag"":""systemd"",""_id"":""_HM2tpkBStl87ql0f3SP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:09:46.583 2025-10-05","{""@timestamp"":""21:09:46.583 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""pid"":""1766"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1766"",""syslog_timestamp"":""Oct  5 23:09:46 "",""message"":""Accepted password for hhenry from 192.168.99.5 port 46788 ssh2"",""source_realtime_timestamp"":""1759698586583489"",""tag"":""systemd"",""_id"":""-3M2tpkBStl87ql0f3SP"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:09:41.788 2025-10-05","{""@timestamp"":""21:09:41.788 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""cmdline"":""\""sshd: [accepted]\"""",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""pid"":""1766"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""syslog_pid"":""1766"",""syslog_timestamp"":""Oct  5 23:09:41 "",""message"":""Connection from 192.168.99.5 port 46788 on 172.16.200.2 port 1234 rdomain \""\"""",""source_realtime_timestamp"":""1759698581788445"",""tag"":""systemd"",""_id"":""sHM1tpkBStl87ql0iXJ6"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:07:32.400 2025-10-05","{""@timestamp"":""21:07:32.400 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""code_line"":""908"",""code_func"":""session_finalize"",""message_id"":""3354939424b4456d9802ca8333ed424a"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""37"",""leader"":""1646"",""message"":""Removed session 37."",""source_realtime_timestamp"":""1759698452400491"",""tag"":""systemd"",""_id"":""CXM0tpkBStl87ql0RXJI"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
