"@timestamp","_source"
"21:21:47.843 2025-10-05","{""@timestamp"":""21:21:47.843 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""selinux_context"":""unconfined"",""audit_field_a2"":""0"",""audit_field_items"":""2"",""audit_field_key"":""\""delete\"""",""audit_field_syscall"":""84"",""audit_field_a1"":""1"",""ppid"":""1"",""tty"":""(none)"",""exe"":""/usr/lib/systemd/systemd"",""comm"":""systemd"",""audit_session"":""54"",""hostname"":""srvbastion"",""audit_loginuid"":""1001"",""uid"":""1001"",""gid"":""1001"",""euid"":""1001"",""audit_field_suid"":""1001"",""fsuid"":""1001"",""egid"":""1001"",""audit_field_sgid"":""1001"",""fsgid"":""1001"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""pid"":""5222"",""audit_field_a3"":""1a0b0de2eebea6af"",""source_realtime_timestamp"":""1759699307839000"",""audit_id"":""30033"",""message"":""SYSCALL arch=c000003e syscall=84 success=yes exit=0 a0=55e9318d36e0 a1=1 a2=0 a3=1a0b0de2eebea6af items=2 ppid=1 pid=5222 auid=1001 uid=1001 gid=1001 euid=1001 suid=1001 fsuid=1001 egid=1001 sgid=1001 fsgid=1001 tty=(none) ses=54 comm=\""systemd\"" exe=\""/usr/lib/systemd/systemd\"" subj=unconfined key=\""delete\"""",""audit_field_a0"":""55e9318d36e0"",""tag"":""auditd"",""_id"":""onRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.581 2025-10-05","{""@timestamp"":""21:21:37.581 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""selinux_context"":""unconfined"",""audit_field_res"":""success"",""audit_type"":""1106"",""audit_type_name"":""USER_END"",""audit_field_op"":""PAM:session_close"",""audit_session"":""55"",""audit_field_grantors"":""pam_selinux,pam_loginuid,pam_keyinit,pam_permit,pam_unix,pam_systemd,pam_mail,pam_limits,pam_env,pam_env,pam_selinux"",""audit_field_exe"":""/usr/sbin/sshd"",""audit_field_terminal"":""ssh"",""audit_field_hostname"":""192.168.99.5"",""audit_field_addr"":""192.168.99.5"",""hostname"":""srvbastion"",""audit_field_acct"":""hhenry"",""audit_loginuid"":""1001"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""pid"":""5244"",""source_realtime_timestamp"":""1759699297575000"",""audit_id"":""30030"",""message"":""USER_END pid=5244 uid=0 auid=1001 ses=55 subj=unconfined msg='op=PAM:session_close grantors=pam_selinux,pam_loginuid,pam_keyinit,pam_permit,pam_unix,pam_systemd,pam_mail,pam_limits,pam_env,pam_env,pam_selinux acct=\""hhenry\"" exe=\""/usr/sbin/sshd\"" hostname=192.168.99.5 addr=192.168.99.5 terminal=ssh res=success'"",""tag"":""auditd"",""_id"":""oHRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.581 2025-10-05","{""@timestamp"":""21:21:37.581 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""selinux_context"":""unconfined"",""audit_field_res"":""success"",""audit_type"":""1104"",""audit_type_name"":""CRED_DISP"",""audit_field_op"":""PAM:setcred"",""audit_field_grantors"":""pam_permit"",""audit_session"":""55"",""audit_field_exe"":""/usr/sbin/sshd"",""audit_field_terminal"":""ssh"",""audit_field_hostname"":""192.168.99.5"",""audit_field_addr"":""192.168.99.5"",""hostname"":""srvbastion"",""audit_field_acct"":""hhenry"",""audit_loginuid"":""1001"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""pid"":""5244"",""source_realtime_timestamp"":""1759699297575000"",""audit_id"":""30031"",""message"":""CRED_DISP pid=5244 uid=0 auid=1001 ses=55 subj=unconfined msg='op=PAM:setcred grantors=pam_permit acct=\""hhenry\"" exe=\""/usr/sbin/sshd\"" hostname=192.168.99.5 addr=192.168.99.5 terminal=ssh res=success'"",""tag"":""auditd"",""_id"":""oXRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.578 2025-10-05","{""@timestamp"":""21:21:37.578 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_dev"":""00:17"",""audit_field_name"":""/var/run/utmp"",""audit_field_mode"":""0100664"",""audit_field_ogid"":""43"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""message"":""PATH item=0 name=\""/var/run/utmp\"" inode=742 dev=00:17 mode=0100664 ouid=0 ogid=43 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_inode"":""742"",""source_realtime_timestamp"":""1759699297575000"",""audit_id"":""30028"",""tag"":""auditd"",""_id"":""m3RAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.578 2025-10-05","{""@timestamp"":""21:21:37.578 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=737368643A205B726578656365645D"",""cmdline"":""sshd: [rexeced]"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297575000"",""audit_id"":""30028"",""tag"":""auditd"",""_id"":""nHRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.578 2025-10-05","{""@timestamp"":""21:21:37.578 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_a3"":""0"",""audit_field_syscall"":""257"",""audit_field_exit"":""5"",""audit_field_a0"":""ffffff9c"",""audit_field_items"":""1"",""tty"":""(none)"",""audit_field_key"":""\""session\"""",""audit_field_a2"":""1"",""audit_session"":""55"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""hostname"":""srvbastion"",""audit_loginuid"":""1001"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""587"",""pid"":""5244"",""audit_field_a1"":""7fa5373b8f56"",""source_realtime_timestamp"":""1759699297575000"",""audit_id"":""30029"",""message"":""SYSCALL arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fa5373b8f56 a2=1 a3=0 items=1 ppid=587 pid=5244 auid=1001 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=55 comm=\""sshd\"" exe=\""/usr/sbin/sshd\"" subj=unconfined key=\""session\"""",""tag"":""auditd"",""_id"":""nXRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.578 2025-10-05","{""@timestamp"":""21:21:37.578 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_dev"":""fe:01"",""audit_field_ouid"":""0"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_mode"":""0100664"",""audit_field_ogid"":""43"",""message"":""PATH item=0 name=\""/var/log/wtmp\"" inode=783590 dev=fe:01 mode=0100664 ouid=0 ogid=43 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_name"":""/var/log/wtmp"",""audit_field_inode"":""783590"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297575000"",""audit_id"":""30029"",""tag"":""auditd"",""_id"":""nnRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.578 2025-10-05","{""@timestamp"":""21:21:37.578 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=737368643A205B726578656365645D"",""cmdline"":""sshd: [rexeced]"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297575000"",""audit_id"":""30029"",""tag"":""auditd"",""_id"":""n3RAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_mode"":""020620"",""audit_field_ogid"":""5"",""message"":""PATH item=0 name=\""/dev/tty0\"" inode=13 dev=00:05 mode=020620 ouid=0 ogid=5 rdev=04:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_name"":""/dev/tty0"",""audit_field_inode"":""13"",""audit_field_dev"":""00:05"",""audit_field_rdev"":""04:00"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30023"",""tag"":""auditd"",""_id"":""jHRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=2F7573722F62696E2F636C6561725F636F6E736F6C65002D71"",""cmdline"":""/usr/bin/clear_console -q"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30023"",""tag"":""auditd"",""_id"":""jXRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""selinux_context"":""unconfined"",""audit_field_a3"":""0"",""audit_field_syscall"":""257"",""audit_field_a0"":""ffffff9c"",""audit_field_items"":""1"",""audit_field_success"":""no"",""audit_field_exit"":""-13"",""audit_field_key"":""\""file_access\"""",""tty"":""pts0"",""audit_session"":""55"",""audit_field_a2"":""2"",""comm"":""clear_console"",""exe"":""/usr/bin/clear_console"",""hostname"":""srvbastion"",""audit_loginuid"":""1001"",""uid"":""1001"",""gid"":""1001"",""euid"":""1001"",""audit_field_suid"":""1001"",""fsuid"":""1001"",""egid"":""1001"",""audit_field_sgid"":""1001"",""fsgid"":""1001"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""5251"",""source_realtime_timestamp"":""1759699297571000"",""pid"":""25941"",""audit_id"":""30024"",""message"":""SYSCALL arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=564ddb3fb03f a2=2 a3=0 items=1 ppid=5251 pid=25941 auid=1001 uid=1001 gid=1001 euid=1001 suid=1001 fsuid=1001 egid=1001 sgid=1001 fsgid=1001 tty=pts0 ses=55 comm=\""clear_console\"" exe=\""/usr/bin/clear_console\"" subj=unconfined key=\""file_access\"""",""audit_field_a1"":""564ddb3fb03f"",""tag"":""auditd"",""_id"":""jnRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_ogid"":""0"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_dev"":""00:05"",""message"":""PATH item=0 name=\""/dev/console\"" inode=12 dev=00:05 mode=020600 ouid=0 ogid=0 rdev=05:01 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_name"":""/dev/console"",""audit_field_inode"":""12"",""audit_field_mode"":""020600"",""audit_field_rdev"":""05:01"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30024"",""tag"":""auditd"",""_id"":""j3RAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=2F7573722F62696E2F636C6561725F636F6E736F6C65002D71"",""cmdline"":""/usr/bin/clear_console -q"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30024"",""tag"":""auditd"",""_id"":""kHRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""selinux_context"":""unconfined"",""audit_field_a2"":""0"",""audit_field_a3"":""0"",""audit_field_syscall"":""257"",""audit_field_a0"":""ffffff9c"",""audit_field_items"":""1"",""audit_field_success"":""no"",""audit_field_exit"":""-13"",""audit_field_key"":""\""file_access\"""",""tty"":""pts0"",""audit_session"":""55"",""comm"":""clear_console"",""exe"":""/usr/bin/clear_console"",""hostname"":""srvbastion"",""audit_loginuid"":""1001"",""uid"":""1001"",""gid"":""1001"",""euid"":""1001"",""audit_field_suid"":""1001"",""fsuid"":""1001"",""egid"":""1001"",""audit_field_sgid"":""1001"",""fsgid"":""1001"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""5251"",""source_realtime_timestamp"":""1759699297571000"",""pid"":""25941"",""audit_field_a1"":""564ddb3fb03f"",""audit_id"":""30025"",""message"":""SYSCALL arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=564ddb3fb03f a2=0 a3=0 items=1 ppid=5251 pid=25941 auid=1001 uid=1001 gid=1001 euid=1001 suid=1001 fsuid=1001 egid=1001 sgid=1001 fsgid=1001 tty=pts0 ses=55 comm=\""clear_console\"" exe=\""/usr/bin/clear_console\"" subj=unconfined key=\""file_access\"""",""tag"":""auditd"",""_id"":""kXRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_ogid"":""0"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_dev"":""00:05"",""message"":""PATH item=0 name=\""/dev/console\"" inode=12 dev=00:05 mode=020600 ouid=0 ogid=0 rdev=05:01 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_name"":""/dev/console"",""audit_field_inode"":""12"",""audit_field_mode"":""020600"",""audit_field_rdev"":""05:01"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30025"",""tag"":""auditd"",""_id"":""knRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=2F7573722F62696E2F636C6561725F636F6E736F6C65002D71"",""cmdline"":""/usr/bin/clear_console -q"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30025"",""tag"":""auditd"",""_id"":""k3RAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""selinux_context"":""unconfined"",""audit_field_a3"":""0"",""audit_field_syscall"":""257"",""audit_field_a0"":""ffffff9c"",""audit_field_items"":""1"",""audit_field_success"":""no"",""audit_field_exit"":""-13"",""audit_field_key"":""\""file_access\"""",""audit_field_a2"":""1"",""tty"":""pts0"",""audit_session"":""55"",""comm"":""clear_console"",""exe"":""/usr/bin/clear_console"",""hostname"":""srvbastion"",""audit_loginuid"":""1001"",""uid"":""1001"",""gid"":""1001"",""euid"":""1001"",""audit_field_suid"":""1001"",""fsuid"":""1001"",""egid"":""1001"",""audit_field_sgid"":""1001"",""fsgid"":""1001"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""5251"",""source_realtime_timestamp"":""1759699297571000"",""pid"":""25941"",""audit_field_a1"":""564ddb3fb03f"",""audit_id"":""30026"",""message"":""SYSCALL arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=564ddb3fb03f a2=1 a3=0 items=1 ppid=5251 pid=25941 auid=1001 uid=1001 gid=1001 euid=1001 suid=1001 fsuid=1001 egid=1001 sgid=1001 fsgid=1001 tty=pts0 ses=55 comm=\""clear_console\"" exe=\""/usr/bin/clear_console\"" subj=unconfined key=\""file_access\"""",""tag"":""auditd"",""_id"":""lHRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_ouid"":""0"",""audit_field_ogid"":""0"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_dev"":""00:05"",""message"":""PATH item=0 name=\""/dev/console\"" inode=12 dev=00:05 mode=020600 ouid=0 ogid=0 rdev=05:01 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_name"":""/dev/console"",""audit_field_inode"":""12"",""audit_field_mode"":""020600"",""audit_field_rdev"":""05:01"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30026"",""tag"":""auditd"",""_id"":""lXRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=2F7573722F62696E2F636C6561725F636F6E736F6C65002D71"",""cmdline"":""/usr/bin/clear_console -q"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30026"",""tag"":""auditd"",""_id"":""lnRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""selinux_context"":""unconfined"",""audit_field_items"":""1"",""audit_field_key"":""\""perm_mod\"""",""audit_field_syscall"":""92"",""comm"":""bash"",""exe"":""/usr/bin/bash"",""tty"":""pts0"",""audit_session"":""55"",""hostname"":""srvbastion"",""audit_loginuid"":""1001"",""uid"":""1001"",""gid"":""1001"",""euid"":""1001"",""audit_field_suid"":""1001"",""fsuid"":""1001"",""egid"":""1001"",""audit_field_sgid"":""1001"",""fsgid"":""1001"",""audit_field_a1"":""3e9"",""audit_field_a2"":""3e9"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""5250"",""pid"":""5251"",""audit_field_a3"":""7710ef5d0445642e"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30027"",""message"":""SYSCALL arch=c000003e syscall=92 success=yes exit=0 a0=5568c98f1ab0 a1=3e9 a2=3e9 a3=7710ef5d0445642e items=1 ppid=5250 pid=5251 auid=1001 uid=1001 gid=1001 euid=1001 suid=1001 fsuid=1001 egid=1001 sgid=1001 fsgid=1001 tty=pts0 ses=55 comm=\""bash\"" exe=\""/usr/bin/bash\"" subj=unconfined key=\""perm_mod\"""",""audit_field_a0"":""5568c98f1ab0"",""tag"":""auditd"",""_id"":""l3RAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_dev"":""fe:01"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_mode"":""0100600"",""hostname"":""srvbastion"",""audit_field_ouid"":""1001"",""audit_field_ogid"":""1001"",""message"":""PATH item=0 name=\""/home/hhenry/.bash_history\"" inode=261149 dev=fe:01 mode=0100600 ouid=1001 ogid=1001 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_name"":""/home/hhenry/.bash_history"",""audit_field_inode"":""261149"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30027"",""tag"":""auditd"",""_id"":""mHRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:21:37.577 2025-10-05","{""@timestamp"":""21:21:37.577 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=\""-bash\"""",""cmdline"":""-bash"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699297571000"",""audit_id"":""30027"",""tag"":""auditd"",""_id"":""mXRAtpkBStl87ql059ul"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
